,value
_fit_time,6.221132040023804
_score_time,0.006959342956542968
_accuracy,0.5886000000000001
_precision,0.5888224203765721
_recall,0.5874148508974875
_f1_micro,0.5886000000000001
_f1_macro,0.5885272314999883
_f1_weighted,0.5885793537982202
assume_centered,False
contamination,0.5
support_fraction,0.8
