,value
_fit_time,1081.8029524326325
_score_time,0.09554486274719239
_accuracy,0.5432
_precision,0.5617690089465632
_recall,0.39260195505861173
_f1_micro,0.5432
_f1_macro,0.5321610078615059
_f1_weighted,0.5325623208518587
assume_centered,False
contamination,0.5
support_fraction,0.8
