,value
_fit_time,9.648724031448364
_score_time,0.018447446823120116
_accuracy,0.5861
_precision,0.5862779573638852
_recall,0.5854051423421789
_f1_micro,0.5861
_f1_macro,0.5860847056660394
_f1_weighted,0.5860890786722989
assume_centered,False
contamination,0.5
support_fraction,0.9
