,value
_fit_time,21.17898678779602
_score_time,1.5583631992340088
_accuracy,0.5418000000000001
_precision,0.5223565643334016
_recall,0.9780014140748561
_f1_micro,0.5418000000000001
_f1_macro,0.4340621757231566
_f1_weighted,0.43407822752867525
contamination,0.5
n_neighbors,1025
novelty,True
