,value
_fit_time,275.9877245426178
_score_time,0.04694380760192871
_accuracy,0.5738000000000001
_precision,0.5755049164505259
_recall,0.5627751414661486
_f1_micro,0.5738000000000001
_f1_macro,0.5736491304864039
_f1_weighted,0.5737538184031102
assume_centered,False
contamination,0.5
support_fraction,0.8
