,value
_fit_time,33.45647139549256
_score_time,0.2959127426147461
_accuracy,0.5805
_precision,0.5811091448481172
_recall,0.5767086183458625
_f1_micro,0.5805
_f1_macro,0.580356094342544
_f1_weighted,0.580462389577612
contamination,0.5
max_features,1.0
max_samples,512.0
n_estimators,50.0
