,value
_fit_time,216.7404573440552
_score_time,1.266489362716675
_accuracy,0.8804500000000001
_precision,0.9468314197771305
_recall,0.8079646584881152
_f1_micro,0.8804500000000001
_f1_macro,0.8792977378732573
_f1_weighted,0.8794143724413287
gamma,1e-05
kernel,sigmoid
nu,0.5
